comercializador,nome,proposta,tipo,segmento,faturacao,pagamento,opcao_horaria_e_ciclo,potencia_kva,preco_potencia_dia,preco_energia_simples,preco_energia_fora_vazio,preco_energia_vazio_bi,preco_energia_ponta,preco_energia_cheias,preco_energia_vazio_tri,tar_incluida_energia,tar_incluida_potencia,financiamento_tse_incluido,desconto_fatura_mes,desconto_meses_limite,site_adesao,notas,Unnamed: 23
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,4.6,0.2499,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,5.75,0.3079,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,6.9,0.3659,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,10.35,0.5397,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,13.8,0.7136,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,17.25,0.8875,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,20.7,1.0614,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Médias Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,27.6,1.3655,,,,0.3043,0.1623,0.0965,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Médias Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,34.5,1.6966,,,,0.3043,0.1623,0.0965,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Médias Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,41.4,2.0278,,,,0.3043,0.1623,0.0965,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Longas Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,27.6,2.1134,,,,0.2615,0.1561,0.0954,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Longas Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,34.5,2.6346,,,,0.2615,0.1561,0.0954,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Longas Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,41.4,3.1558,,,,0.2615,0.1561,0.0954,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,1.15,0.0893,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,2.3,0.15,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,3.45,0.1917,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,4.6,0.2499,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,5.75,0.3079,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,6.9,0.3659,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,10.35,0.5397,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,13.8,0.7136,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,17.25,0.8875,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,20.7,1.0614,,,,0.2495,0.169,0.1087,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Médias Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,27.6,1.3655,,,,0.3043,0.1623,0.0965,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Médias Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,34.5,1.6966,,,,0.3043,0.1623,0.0965,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Médias Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,41.4,2.0278,,,,0.3043,0.1623,0.0965,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Longas Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,27.6,2.1134,,,,0.2615,0.1561,0.0954,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Longas Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,34.5,2.6346,,,,0.2615,0.1561,0.0954,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
CUR - SU Eletricidade e outros,SU Eletricidade - Tarifa Regulada - Longas Utilizações,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,41.4,3.1558,,,,0.2615,0.1561,0.0954,True,True,True,,,https://sueletricidade.pt/pt-pt/page/636/fazer-um-novo-contrato,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,1.15,0.1411,0.1556,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,2.3,0.211,0.1556,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,3.45,0.2457,0.142,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,4.6,0.3695,0.142,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,5.75,0.4423,0.142,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,6.9,0.4913,0.142,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,10.35,0.7212,0.142,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,13.8,0.9302,0.1424,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,17.25,1.171,0.1424,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,20.7,1.4508,0.1424,,,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,3.45,0.3615,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,4.6,0.4859,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,5.75,0.5716,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,6.9,0.6564,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,10.35,0.8762,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,13.8,1.0843,,0.1681,0.0988,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,17.25,1.3996,,0.1681,0.0988,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,20.7,1.627,,0.1681,0.0988,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,3.45,0.3615,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,4.6,0.4859,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,5.75,0.5716,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,6.9,0.6564,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,10.35,0.8762,,0.1645,0.0951,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,13.8,1.0843,,0.1681,0.0988,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,17.25,1.3996,,0.1681,0.0988,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,20.7,1.627,,0.1681,0.0988,,,,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,3.45,0.4253,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,4.6,0.5717,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,5.75,0.6725,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,6.9,0.7722,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,10.35,1.0308,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,13.8,1.2756,,,,0.3008,0.1449,0.1162,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,17.25,1.6466,,,,0.3008,0.1449,0.1162,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,20.7,1.9141,,,,0.3008,0.1449,0.1162,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário > 20.7 kVA - Ciclo Diário,27.6,2.026,,,,0.3032,0.1743,0.1274,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário > 20.7 kVA - Ciclo Diário,34.5,2.4741,,,,0.3032,0.1743,0.1274,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário > 20.7 kVA - Ciclo Diário,41.4,2.9843,,,,0.3032,0.1743,0.1274,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,3.45,0.4253,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,4.6,0.5717,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,5.75,0.6725,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,6.9,0.7722,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,10.35,1.0308,,,,0.2856,0.1394,0.1119,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,13.8,1.2756,,,,0.3008,0.1449,0.1162,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,17.25,1.6466,,,,0.3008,0.1449,0.1162,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
EDP,EDP - Condomínios DD+FE,EDPC_116,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Semanal,20.7,1.9141,,,,0.3008,0.1449,0.1162,True,True,True,,,https://www.edp.pt/particulares/energia/condominios/,,
